elapsed_S,supply_V,current_A,BMF_R,target_R,PWM,#Kp:40.0,#Ki:10.0,#Kd:0.5,#avg:500,#freq:1000,#duty:[7-100]
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.890458321293449595e+00,7.000000000000000000e+00
7.154756990003079409e-01,1.547414550781250009e+00,1.429785156249999967e-01,1.082270678232361227e+01,1.890458321293449595e+00,1.000000000000000000e+02
7.665190330008044839e-01,1.549892578124999920e+00,1.703710937500000078e-01,9.097156941419235920e+00,1.890458321293449595e+00,1.000000000000000000e+02
8.176337940003577387e-01,1.549125976562500062e+00,1.731616210937499956e-01,8.946127708770990949e+00,1.890458321293449595e+00,1.000000000000000000e+02
8.682931660005124286e-01,1.548549804687499920e+00,1.732490234375000104e-01,8.938288793565078549e+00,1.890458321293449595e+00,1.000000000000000000e+02
9.187150590005330741e-01,1.548376464843749911e+00,1.741538085937499869e-01,8.890856176769927899e+00,1.890458321293449595e+00,1.000000000000000000e+02
9.693244130012317328e-01,1.547600097656250062e+00,1.714374999999999927e-01,9.027197069814073771e+00,1.890458321293449595e+00,1.000000000000000000e+02
1.020002453000415699e+00,1.547197265624999929e+00,1.728051757812499867e-01,8.953419703027648779e+00,1.890458321293449595e+00,1.000000000000000000e+02
1.070439140999951633e+00,1.547270507812499973e+00,1.729350585937499962e-01,8.947118764664526935e+00,1.890458321293449595e+00,1.000000000000000000e+02
1.120965940999667509e+00,1.546352539062499920e+00,1.749951171874999933e-01,8.836546778648957101e+00,1.890458321293449595e+00,1.000000000000000000e+02
1.171611294999820529e+00,1.545686035156250027e+00,1.739458007812499929e-01,8.886020980179148765e+00,1.890458321293449595e+00,1.000000000000000000e+02
1.225160194000636693e+00,1.548923339843750080e+00,1.756660156250000049e-01,8.817433095028963663e+00,1.890458321293449595e+00,1.000000000000000000e+02
1.275992584000050556e+00,1.545612792968749982e+00,1.739194335937500058e-01,8.886947025017757795e+00,1.890458321293449595e+00,1.000000000000000000e+02
1.327236973000253784e+00,1.548110351562500098e+00,1.757861328124999956e-01,8.806783144912641248e+00,1.890458321293449595e+00,1.000000000000000000e+02
1.378717527000844711e+00,1.545756835937500018e+00,1.756977539062500038e-01,8.797817852368764235e+00,1.890458321293449595e+00,1.000000000000000000e+02
1.429307547999997041e+00,1.544484863281250009e+00,1.747949218750000089e-01,8.835982457120509892e+00,1.890458321293449595e+00,1.000000000000000000e+02
1.479818957999668783e+00,1.544448242187500098e+00,1.725654296874999938e-01,8.949928412569962077e+00,1.890458321293449595e+00,1.000000000000000000e+02
1.530438478999712970e+00,1.543659667968749982e+00,1.750761718749999918e-01,8.817074599225783516e+00,1.890458321293449595e+00,1.000000000000000000e+02
1.581103500000608619e+00,1.543327636718750062e+00,1.796967773437500027e-01,8.588510375822988152e+00,1.890458321293449595e+00,1.000000000000000000e+02
1.631392781000613468e+00,1.542854003906249938e+00,1.769555664062499867e-01,8.718878050799519386e+00,1.890458321293449595e+00,1.000000000000000000e+02
1.681919857001048513e+00,1.543312988281249964e+00,1.765869140624999889e-01,8.739679247891608327e+00,1.890458321293449595e+00,1.000000000000000000e+02
1.732558859001073870e+00,1.542141113281249920e+00,1.777714843750000107e-01,8.674850855315922260e+00,1.890458321293449595e+00,1.000000000000000000e+02
1.783622766999542364e+00,1.542668457031250107e+00,1.783237304687499969e-01,8.650943163740016928e+00,1.890458321293449595e+00,1.000000000000000000e+02
1.834313473000293016e+00,1.541586914062500036e+00,1.781201171875000100e-01,8.654760273033799578e+00,1.890458321293449595e+00,1.000000000000000000e+02
1.884903864000079921e+00,1.541164550781249920e+00,1.777802734374999971e-01,8.668928902975604700e+00,1.890458321293449595e+00,1.000000000000000000e+02
1.935759680000046501e+00,1.540603027343750098e+00,1.814252929687500127e-01,8.491666195678210016e+00,1.890458321293449595e+00,1.000000000000000000e+02
1.986782977999610011e+00,1.540371093749999920e+00,1.780654296874999987e-01,8.650590383845473852e+00,1.890458321293449595e+00,1.000000000000000000e+02
2.037219703001028392e+00,1.539750976562499929e+00,1.801738281249999907e-01,8.545919196956065278e+00,1.890458321293449595e+00,1.000000000000000000e+02
2.087829927000711905e+00,1.539414062499999902e+00,1.810791015625000111e-01,8.501334771470943963e+00,1.890458321293449595e+00,1.000000000000000000e+02
2.138253836999865598e+00,1.538889160156249991e+00,1.810947265625000024e-01,8.497702773388841280e+00,1.890458321293449595e+00,1.000000000000000000e+02
2.190263112001048285e+00,1.539355468749999956e+00,1.798823242187500004e-01,8.557569374509702342e+00,1.890458321293449595e+00,1.000000000000000000e+02
2.241800257999784662e+00,1.539831542968749911e+00,1.801069335937499905e-01,8.549540610368731919e+00,1.890458321293449595e+00,1.000000000000000000e+02
2.292555555999570061e+00,1.537451171874999911e+00,1.778300781250000129e-01,8.645619391756087069e+00,1.890458321293449595e+00,1.000000000000000000e+02
2.343795111000872566e+00,1.538530273437499929e+00,1.819438476562499907e-01,8.456071987354443209e+00,1.890458321293449595e+00,1.000000000000000000e+02
2.394303798000692041e+00,1.537224121093750062e+00,1.814208984375000056e-01,8.473247207643655798e+00,1.890458321293449595e+00,1.000000000000000000e+02
2.444643857001210563e+00,1.536052246093750018e+00,1.791459960937500095e-01,8.574304084864442288e+00,1.890458321293449595e+00,1.000000000000000000e+02
2.495016859000315890e+00,1.536181640624999956e+00,1.821855468749999929e-01,8.431962177982182283e+00,1.890458321293449595e+00,1.000000000000000000e+02
2.545097659000020940e+00,1.535495605468750080e+00,1.792094726562500073e-01,8.568160949918397051e+00,1.890458321293449595e+00,1.000000000000000000e+02
2.595473290999507299e+00,1.535278320312500000e+00,1.823349609375000124e-01,8.420098440905999126e+00,1.890458321293449595e+00,1.000000000000000000e+02
2.646121923000464449e+00,1.534812011718750036e+00,1.830249023437499900e-01,8.385809756292768924e+00,1.890458321293449595e+00,1.000000000000000000e+02
2.696205686001121649e+00,1.534423828125000000e+00,1.828105468750000073e-01,8.393519161529503947e+00,1.890458321293449595e+00,1.000000000000000000e+02
2.746377745001154835e+00,1.533654785156250089e+00,1.840463867187500102e-01,8.332979595518494875e+00,1.890458321293449595e+00,1.000000000000000000e+02
2.796725266000066767e+00,1.533664550781250080e+00,1.827709960937499989e-01,8.391181224369850256e+00,1.890458321293449595e+00,1.000000000000000000e+02
2.847100139000758645e+00,1.533498535156250009e+00,1.838823242187500040e-01,8.339564673611423729e+00,1.890458321293449595e+00,1.000000000000000000e+02
2.897723584999766899e+00,1.532709960937499893e+00,1.828842773437500124e-01,8.380763962867142425e+00,1.890458321293449595e+00,1.000000000000000000e+02
2.947848922000048333e+00,1.532014160156250027e+00,1.829887695312500118e-01,8.372175866752410656e+00,1.890458321293449595e+00,1.000000000000000000e+02
2.998415850001038052e+00,1.531906738281249902e+00,1.842075195312500024e-01,8.316200892229964836e+00,1.890458321293449595e+00,1.000000000000000000e+02
3.048593094001262216e+00,1.531584472656249973e+00,1.852436523437500093e-01,8.267945774542079462e+00,1.890458321293449595e+00,1.000000000000000000e+02
3.099120188000597409e+00,1.530854492187500027e+00,1.874760742187500107e-01,8.165599256155081420e+00,1.890458321293449595e+00,1.000000000000000000e+02
3.149348431999897002e+00,1.531430664062499947e+00,1.868725585937499878e-01,8.195053760631278550e+00,1.890458321293449595e+00,1.000000000000000000e+02
3.200859337999645504e+00,1.531906738281249902e+00,1.852099609375000011e-01,8.271189791990719797e+00,1.890458321293449595e+00,1.000000000000000000e+02
3.252113485001245863e+00,1.529731445312499938e+00,1.859848632812499958e-01,8.225031964021770392e+00,1.890458321293449595e+00,1.000000000000000000e+02
