elapsed_S,supply_V,current_A,BMF_resistance
5.069951074000528024e+00,2.441406250000000051e-06,-1.431152343750000024e-03,-1.705902422381439746e-03
5.103329702000337420e+00,9.765625000000000203e-06,-4.094238281249999896e-03,-2.385211687537269233e-03
5.136749088000215124e+00,9.765625000000000203e-06,-1.755859375000000042e-03,-5.561735261401557461e-03
5.170163122000303701e+00,4.150390625000000298e-05,-3.691406250000000026e-04,-1.124338624338624415e-01
5.203839073999915854e+00,1.708984375000000163e-05,-1.949218749999999997e-03,-8.767535070140280648e-03
5.237476379999861820e+00,2.197265624999999919e-05,2.187500000000000046e-04,1.004464285714285615e-01
5.271623947000080079e+00,1.220703125000000068e-05,-2.919921874999999883e-04,-4.180602006688963895e-02
5.305908418000399251e+00,7.324218749999999729e-06,-5.488281250000000538e-04,-1.334519572953736521e-02
5.340035930000340159e+00,7.324218749999999729e-06,9.433593749999999705e-04,7.763975155279503014e-03
5.375003639000169642e+00,1.708984375000000163e-05,-3.830566406249999879e-03,-4.461440407903123281e-03
5.408491486000457371e+00,1.708984375000000163e-05,-3.256835937500000182e-04,-5.247376311844078461e-02
5.442157123000470165e+00,2.441406250000000051e-06,-6.542968750000000390e-04,-3.731343283582089481e-03
5.475593656999990344e+00,1.708984375000000163e-05,-2.670410156250000149e-03,-6.399707441945511575e-03
5.509054653000021062e+00,4.882812500000000102e-06,-3.129882812500000069e-04,-1.560062402496099898e-02
5.542668050999964180e+00,0.000000000000000000e+00,-5.996093749999999905e-04,-0.000000000000000000e+00
5.576101880999885907e+00,0.000000000000000000e+00,-1.826171874999999996e-04,-0.000000000000000000e+00
5.609817591000137327e+00,1.953125000000000041e-05,-3.924804687500000125e-03,-4.976362279173924229e-03
5.643201441000201157e+00,0.000000000000000000e+00,-3.919921875000000229e-03,-0.000000000000000000e+00
5.676836266000464093e+00,9.765625000000000203e-06,-2.795410156249999827e-03,-3.493449781659388725e-03
5.711421617999803857e+00,2.441406250000000051e-06,-4.164550781249999958e-03,-5.862351975612615671e-04
5.745854437000161852e+00,1.953125000000000041e-05,-3.429199218749999847e-03,-5.695571693008685994e-03
5.779523445999984688e+00,1.708984375000000163e-05,-2.592285156250000080e-03,-6.592578640045206918e-03
5.812883964999855380e+00,2.441406250000000051e-06,-1.665039062500000069e-03,-1.466275659824046920e-03
5.846422237999831850e+00,7.324218749999999729e-06,-3.481445312499999948e-03,-2.103786816269284654e-03
5.879969880999851739e+00,1.464843749999999946e-05,-4.289062500000000340e-03,-3.415300546448086887e-03
5.913454413999716053e+00,1.464843749999999946e-05,-2.233398437499999924e-03,-6.558810668998688032e-03
5.947069240000018908e+00,2.441406250000000136e-05,-1.825683593749999941e-03,-1.337255950788981095e-02
5.980419166000501718e+00,0.000000000000000000e+00,-1.336914062499999995e-03,-0.000000000000000000e+00
6.014022141000168631e+00,2.441406250000000051e-06,-1.838378906250000061e-03,-1.328021248339973344e-03
6.047483842000474397e+00,2.441406250000000051e-06,-4.838867187500000069e-03,-5.045408678102926382e-04
6.081073539000499295e+00,2.441406250000000051e-06,-4.548339843749999757e-03,-5.367686527106816947e-04
6.114677809000568232e+00,1.220703125000000068e-05,-1.997070312499999931e-03,-6.112469437652812143e-03
6.148049567999805731e+00,2.685546875000000014e-05,-7.861328125000000477e-04,-3.416149068322980875e-02
6.181766521000099601e+00,2.441406250000000051e-06,-1.716308593750000061e-03,-1.422475106685633069e-03
6.215420771000026434e+00,3.417968750000000325e-05,-4.419433593750000076e-03,-7.733952049497293951e-03
6.248875694000162184e+00,2.441406250000000051e-06,-2.139160156250000111e-03,-1.141291942478885957e-03
6.282531408000068041e+00,9.765625000000000203e-06,-3.779785156249999833e-03,-2.583645523834130018e-03
6.316150030000244442e+00,1.220703125000000068e-05,-1.489746093750000076e-03,-8.194034742707309929e-03
6.349765040999955090e+00,0.000000000000000000e+00,-4.457031250000000056e-03,-0.000000000000000000e+00
6.383408051000515115e+00,1.220703125000000068e-05,-5.152343749999999806e-03,-2.369219105382866161e-03
6.417173409000497486e+00,2.441406250000000051e-06,-4.362304687499999646e-03,-5.596597268860533042e-04
6.450848030000088329e+00,3.173828125000000108e-05,-4.256835937499999986e-03,-7.455838495067676312e-03
6.484378562000529200e+00,2.441406250000000051e-06,-1.066406250000000080e-03,-2.289377289377289050e-03
6.517848299000434054e+00,4.150390625000000298e-05,-1.890624999999999944e-03,-2.195247933884297842e-02
6.551521827000215126e+00,7.324218749999999729e-06,-4.523925781250000278e-03,-1.618996222342147665e-03
6.584914048999962688e+00,2.197265624999999919e-05,-2.600585937499999816e-03,-8.449117536612843482e-03
6.618604909000168846e+00,4.882812500000000102e-06,-9.638671874999999887e-04,-5.065856129685917045e-03
6.652005648999875120e+00,2.197265624999999919e-05,-1.336914062499999995e-03,-1.643535427319211054e-02
6.685815636999905109e+00,2.441406250000000051e-06,-4.210937500000000271e-03,-5.797773654916512287e-04
6.719472611000128381e+00,0.000000000000000000e+00,-1.873046874999999929e-03,-0.000000000000000000e+00
6.753187657000125910e+00,2.441406250000000051e-06,-3.062500000000000118e-03,-7.971938775510204259e-04
6.786822132000452257e+00,0.000000000000000000e+00,-3.336425781250000090e-03,-0.000000000000000000e+00
6.820088118000057875e+00,9.765625000000000203e-06,-1.559082031250000029e-03,-6.263701847792044891e-03
6.853625280999949609e+00,2.441406250000000051e-06,-3.215820312500000146e-03,-7.591861524445794396e-04
6.887047614000039175e+00,4.882812500000000102e-06,-2.362304687500000038e-03,-2.066969822240595153e-03
6.920574722000310430e+00,7.324218749999999729e-06,-6.431640625000000291e-03,-1.138779228666868997e-03
6.954225770000448392e+00,7.324218749999999729e-06,-5.226562500000000305e-03,-1.401345291479820553e-03
6.987609771000279579e+00,2.197265624999999919e-05,-2.608398437499999823e-03,-8.423811306626732484e-03
7.021355038999899989e+00,2.441406250000000051e-06,-3.692382812500000135e-03,-6.612007405448293686e-04
7.054887535000489152e+00,1.220703125000000068e-05,-3.522460937500000201e-03,-3.465483781535902506e-03
7.088559898000312387e+00,0.000000000000000000e+00,-3.466796874999999827e-03,-0.000000000000000000e+00
7.122096930999759934e+00,7.324218749999999729e-06,-4.409667968750000284e-03,-1.660945631712988386e-03
7.155648705000203336e+00,2.441406250000000051e-06,-2.893066406249999913e-03,-8.438818565400844039e-04
7.190517105000253650e+00,1.953125000000000041e-05,-3.217285156250000201e-03,-6.070723933829108750e-03
7.224029564999909780e+00,4.882812500000000102e-06,-3.087890624999999924e-03,-1.581277672359266426e-03
7.257465527000022121e+00,1.953125000000000041e-05,-5.903320312500000364e-04,-3.308519437551695613e-02
7.291164592999848537e+00,9.765625000000000203e-06,-4.431152343749999653e-03,-2.203856749311295000e-03
7.324671942000350100e+00,2.685546875000000014e-05,-4.412597656250000396e-03,-6.086090516764412241e-03
7.358226344999820867e+00,4.150390625000000298e-05,-3.480957031249999785e-03,-1.192313087389535939e-02
7.391461091000564920e+00,7.324218749999999729e-06,-3.628417968750000024e-03,-2.018570851836899542e-03
7.424864202999742702e+00,2.441406250000000051e-06,-1.996093750000000038e-03,-1.223091976516633983e-03
7.458243834000313655e+00,7.324218749999999729e-06,-2.948730468749999854e-03,-2.483854942871336312e-03
7.491671278000467282e+00,9.765625000000000203e-06,-4.229492187500000396e-03,-2.308935580697298214e-03
7.525185182000313944e+00,2.441406250000000051e-06,-6.526367187499999833e-03,-3.740834954361813816e-04
7.558726178000142681e+00,1.708984375000000163e-05,-8.631347656249999806e-03,-1.979973977484867677e-03
7.592167511000297964e+00,1.220703125000000068e-05,-3.398925781250000146e-03,-3.591438011779916634e-03
7.625444385000264447e+00,2.197265624999999919e-05,-3.455078124999999816e-03,-6.359525155455059836e-03
7.659002418000454782e+00,7.324218749999999729e-06,-2.259277343749999892e-03,-3.241841365895828907e-03
7.692370051000580133e+00,7.324218749999999729e-06,-1.475097656249999955e-03,-4.965243296921549240e-03
7.726517382000565703e+00,7.324218749999999729e-06,-4.178710937499999917e-03,-1.752745968684271899e-03
7.759778573000403412e+00,0.000000000000000000e+00,-8.139648437500000182e-04,-0.000000000000000000e+00
7.793166520000340824e+00,2.441406250000000051e-06,-2.717285156250000191e-03,-8.984725965858040729e-04
7.826522078999914811e+00,2.441406250000000051e-06,-6.973144531250000284e-03,-3.501155381275821181e-04
7.859930505999727757e+00,1.220703125000000068e-05,-3.576660156250000087e-03,-3.412969283276450546e-03
7.893252695999763091e+00,2.441406250000000136e-05,-3.423828124999999788e-03,-7.130633200228181194e-03
7.926780896999844117e+00,0.000000000000000000e+00,-2.012207031250000215e-03,-0.000000000000000000e+00
7.960233601000254566e+00,1.953125000000000041e-05,-2.947753906249999962e-03,-6.625807520291535600e-03
7.993681101999754901e+00,2.441406250000000051e-06,-1.507324218750000092e-03,-1.619695497246517605e-03
8.027168192999852181e+00,7.324218749999999729e-06,-2.836914062499999809e-03,-2.581755593803786771e-03
8.060693006000292371e+00,0.000000000000000000e+00,-2.791015625000000094e-03,-0.000000000000000000e+00
8.094195876000412682e+00,2.441406250000000136e-05,-1.830078125000000108e-03,-1.334044823906083317e-02
8.127496287999747437e+00,4.882812500000000102e-06,-3.549804687499999792e-03,-1.375515818431911983e-03
8.160998453000502195e+00,1.464843749999999946e-05,-5.287109374999999709e-03,-2.770594754340598587e-03
8.194578653000462509e+00,1.953125000000000041e-05,-2.906249999999999979e-03,-6.720430107526881823e-03
8.227925064000373823e+00,0.000000000000000000e+00,-4.399414062499999896e-03,-0.000000000000000000e+00
8.261299177999717358e+00,2.197265624999999919e-05,-3.174316406250000163e-03,-6.922011998154129278e-03
8.295018578000053822e+00,2.197265624999999919e-05,-4.466308593750000118e-03,-4.919645785503443808e-03
8.328678904999833321e+00,9.765625000000000203e-06,-3.493164062499999958e-03,-2.795638803466592333e-03
8.362377471999934642e+00,9.765625000000000203e-06,-5.362304687499999667e-03,-1.821161901293025199e-03
8.395997800000259303e+00,4.882812500000000102e-06,-1.960937500000000007e-03,-2.490039840637450156e-03
8.429498133000379312e+00,9.765625000000000203e-06,-4.778808593750000396e-03,-2.043527127822621688e-03
8.462858228000186500e+00,0.000000000000000000e+00,-2.429199218749999827e-03,-0.000000000000000000e+00
8.496283211000445590e+00,0.000000000000000000e+00,-4.604003906250000132e-03,-0.000000000000000000e+00
8.529717952999817498e+00,7.324218749999999729e-06,-3.081542968749999972e-03,-2.376802408493107303e-03
8.563406723000298371e+00,2.441406250000000051e-06,-3.961914062500000375e-03,-6.162188809465121101e-04
8.596906407000460604e+00,9.765625000000000203e-06,-3.541992187499999785e-03,-2.757099531293080111e-03
8.630256059000203095e+00,3.173828125000000108e-05,-3.211914062500000142e-03,-9.881422924901185970e-03
8.663963293000051635e+00,1.464843749999999946e-05,-4.985839843750000146e-03,-2.938008030555283329e-03
8.697350741000263952e+00,2.929687499999999892e-05,-3.937500000000000028e-03,-7.440476190476190063e-03
8.731755769000301370e+00,0.000000000000000000e+00,-5.259765625000000118e-03,-0.000000000000000000e+00
8.765102643999853171e+00,0.000000000000000000e+00,-3.829101562499999823e-03,-0.000000000000000000e+00
8.798453870999765059e+00,0.000000000000000000e+00,-1.721679687499999903e-03,-0.000000000000000000e+00
8.832075737999730336e+00,2.441406250000000051e-06,-5.305175781250000104e-03,-4.601932811780948219e-04
8.865464205000535003e+00,1.220703125000000068e-05,-4.340820312500000278e-03,-2.812148481439819860e-03
8.899122755999997025e+00,0.000000000000000000e+00,-4.614257812499999761e-04,-0.000000000000000000e+00
8.932875786000295193e+00,1.220703125000000068e-05,-2.033203124999999854e-03,-6.003842459173872222e-03
8.966233901000123296e+00,0.000000000000000000e+00,-1.809082031250000035e-03,-0.000000000000000000e+00
8.999681606999729411e+00,2.929687499999999892e-05,-2.472167968749999865e-03,-1.185068141418131604e-02
9.033180088999870350e+00,0.000000000000000000e+00,-3.824707031250000090e-03,-0.000000000000000000e+00
9.066728550000334508e+00,1.464843749999999946e-05,-6.302734374999999743e-03,-2.324140068174775434e-03
9.100118832000589464e+00,1.220703125000000068e-05,-1.051269531250000012e-03,-1.161170459823502102e-02
9.133533760999853257e+00,4.882812500000000102e-06,-6.887695312499999938e-03,-7.089181908407769968e-04
9.167242606000399974e+00,0.000000000000000000e+00,-2.051269531249999816e-03,-0.000000000000000000e+00
9.200636868999936269e+00,2.441406250000000051e-06,-4.119628906249999702e-03,-5.926277112717790807e-04
9.234136166000098456e+00,9.765625000000000203e-06,-4.221679687500000389e-03,-2.313208420078648707e-03
9.267606055999749515e+00,0.000000000000000000e+00,-2.769531249999999858e-03,-0.000000000000000000e+00
9.301244570000562817e+00,7.324218749999999729e-06,-5.878906249999999584e-03,-1.245847176079734357e-03
9.334758347999922989e+00,2.441406250000000136e-05,-3.294433593749999944e-03,-7.410701052319550175e-03
9.368392139999741630e+00,0.000000000000000000e+00,-4.839355468749999799e-03,-0.000000000000000000e+00
